254,58,0,255,59,0,124,86,62,124,86,62,160,38,64,100,0,0
,,,,,,,,,,,,,,,,,
0,220,48,0,232,52,93,108,63,93,108,63,48,130,81,0,100,0
,,,,,,,,,,,,,,,,,
0,146,228,0,140,222,109,117,101,109,117,101,29,113,116,0,0,100
,,,,,,,,,,,,,,,,,
254,59,0,255,61,0,121,86,61,121,86,61,164,39,59,100,0,0
,,,,,,,,,,,,,,,,,
254,58,0,255,59,0,120,85,60,120,85,60,161,40,60,100,0,0
,,,,,,,,,,,,,,,,,
254,60,0,255,60,0,120,85,60,120,85,60,161,40,60,100,0,0
,,,,,,,,,,,,,,,,,
254,58,0,255,59,0,119,84,56,119,84,56,157,39,59,100,0,0
,,,,,,,,,,,,,,,,,
254,61,0,255,63,0,118,84,60,118,84,60,161,40,60,100,0,0
,,,,,,,,,,,,,,,,,
0,224,254,0,225,255,68,92,71,68,92,71,26,111,118,0,0,100
,,,,,,,,,,,,,,,,,
0,235,253,0,238,255,63,90,69,63,90,69,29,114,118,0,0,100
,,,,,,,,,,,,,,,,,
0,233,252,0,238,255,65,91,68,65,91,68,26,114,118,0,0,100
,,,,,,,,,,,,,,,,,
0,223,242,0,225,247,60,90,65,60,90,65,26,114,118,0,0,100
,,,,,,,,,,,,,,,,,
0,229,251,0,229,255,62,90,65,62,90,65,26,113,119,0,0,100
,,,,,,,,,,,,,,,,,
0,246,67,0,254,72,72,94,51,72,94,51,48,130,77,0,100,0
,,,,,,,,,,,,,,,,,
0,246,78,0,250,83,71,92,50,71,92,50,50,134,79,0,100,0
,,,,,,,,,,,,,,,,,
0,246,78,0,250,83,64,92,45,64,92,45,44,134,77,0,100,0
,,,,,,,,,,,,,,,,,
0,245,65,0,248,72,65,88,45,65,88,45,49,132,78,0,100,0
,,,,,,,,,,,,,,,,,
0,237,75,0,237,76,65,88,41,65,88,41,49,132,78,0,100,0
135,36,0,134,37,0,106,86,67,106,86,67,108,62,85,20,80,0
252,77,2,255,83,0,103,83,62,103,83,62,117,58,80,40,60,0
0,193,254,0,192,255,79,96,71,79,96,71,38,110,110,0,0,100
